method_key,method_label,image_id,haze_level,psnr,ssim_gaussian11,deltaE00
lfdnet,LFD-Net,satehaze1k_test_thin_005,thin,17.372610092163086,0.8794341683387756,9.835952758789062
lfdnet,LFD-Net,satehaze1k_test_thin_006,thin,20.001962661743164,0.9270297884941101,7.361393451690674
lfdnet,LFD-Net,satehaze1k_test_thin_007,thin,19.87151336669922,0.9227851629257202,8.102887153625488
lfdnet,LFD-Net,satehaze1k_test_thin_008,thin,18.765106201171875,0.9098898768424988,9.311787605285645
lfdnet,LFD-Net,satehaze1k_test_thin_009,thin,17.558258056640625,0.8872173428535461,9.63863468170166
lfdnet,LFD-Net,satehaze1k_test_thin_010,thin,16.86784553527832,0.8686090707778931,10.456502914428711
lfdnet,LFD-Net,satehaze1k_test_thin_011,thin,17.581003189086914,0.8930456042289734,10.53667163848877
lfdnet,LFD-Net,satehaze1k_test_thin_012,thin,18.30431365966797,0.8944870233535767,8.989858627319336
lfdnet,LFD-Net,satehaze1k_test_thin_013,thin,17.05064582824707,0.8718203902244568,10.216715812683105
lfdnet,LFD-Net,satehaze1k_test_thin_014,thin,18.78219223022461,0.9120489358901978,8.846024513244629
lfdnet,LFD-Net,satehaze1k_test_thin_015,thin,19.22414207458496,0.919212818145752,9.022388458251953
lfdnet,LFD-Net,satehaze1k_test_thin_016,thin,19.002138137817383,0.9179495573043823,8.948853492736816
lfdnet,LFD-Net,satehaze1k_test_thin_017,thin,17.331096649169922,0.8857726454734802,11.151931762695312
lfdnet,LFD-Net,satehaze1k_test_thin_018,thin,19.350555419921875,0.9078826308250427,8.31391429901123
lfdnet,LFD-Net,satehaze1k_test_thin_019,thin,18.337059020996094,0.9078311920166016,8.835762023925781
lfdnet,LFD-Net,satehaze1k_test_thin_020,thin,19.203937530517578,0.9145727157592773,8.33017635345459
lfdnet,LFD-Net,satehaze1k_test_thin_021,thin,20.42156410217285,0.9266271591186523,7.21640157699585
lfdnet,LFD-Net,satehaze1k_test_thin_022,thin,20.137537002563477,0.9294719696044922,7.23277473449707
lfdnet,LFD-Net,satehaze1k_test_thin_023,thin,19.039289474487305,0.9049970507621765,9.416462898254395
lfdnet,LFD-Net,satehaze1k_test_thin_024,thin,20.186302185058594,0.9254716038703918,7.4837212562561035
lfdnet,LFD-Net,satehaze1k_test_thin_025,thin,17.040864944458008,0.876846432685852,11.616403579711914
lfdnet,LFD-Net,satehaze1k_test_thin_026,thin,18.152795791625977,0.9059869050979614,9.53454875946045
lfdnet,LFD-Net,satehaze1k_test_thin_027,thin,19.632204055786133,0.9135844707489014,8.913971900939941
lfdnet,LFD-Net,satehaze1k_test_thin_028,thin,19.223466873168945,0.9118198156356812,8.210405349731445
lfdnet,LFD-Net,satehaze1k_test_thin_029,thin,18.39616584777832,0.9036144018173218,9.310535430908203
lfdnet,LFD-Net,satehaze1k_test_thin_030,thin,19.602741241455078,0.9179588556289673,7.953805923461914
lfdnet,LFD-Net,satehaze1k_test_thin_031,thin,18.442800521850586,0.9008362889289856,9.09850788116455
lfdnet,LFD-Net,satehaze1k_test_thin_032,thin,19.537437438964844,0.9263079762458801,8.287738800048828
lfdnet,LFD-Net,satehaze1k_test_thin_033,thin,18.564538955688477,0.9006146192550659,8.882450103759766
lfdnet,LFD-Net,satehaze1k_test_thin_034,thin,19.796619415283203,0.9200433492660522,8.010835647583008
lfdnet,LFD-Net,satehaze1k_test_thin_035,thin,16.41800308227539,0.8685390949249268,11.452013969421387
lfdnet,LFD-Net,satehaze1k_test_thin_036,thin,18.29604721069336,0.9055195450782776,9.734264373779297
lfdnet,LFD-Net,satehaze1k_test_thin_037,thin,16.485286712646484,0.8740373849868774,11.263931274414062
lfdnet,LFD-Net,satehaze1k_test_thin_038,thin,19.517127990722656,0.9255636930465698,8.275684356689453
lfdnet,LFD-Net,satehaze1k_test_thin_039,thin,18.574649810791016,0.9020949602127075,8.833098411560059
lfdnet,LFD-Net,satehaze1k_test_thin_040,thin,19.61835289001465,0.9232096076011658,7.76517915725708
lfdnet,LFD-Net,satehaze1k_test_thin_041,thin,18.07335090637207,0.9048252701759338,9.563385009765625
lfdnet,LFD-Net,satehaze1k_test_thin_042,thin,19.98929786682129,0.9267149567604065,7.380007743835449
lfdnet,LFD-Net,satehaze1k_test_thin_043,thin,19.313154220581055,0.9225335121154785,8.552642822265625
lfdnet,LFD-Net,satehaze1k_test_thin_044,thin,20.00514793395996,0.9325839281082153,7.865832805633545
lfdnet,LFD-Net,satehaze1k_test_thin_045,thin,17.507761001586914,0.8928812146186829,10.637038230895996
lfdnet,LFD-Net,satehaze1k_test_moderate_001,moderate,23.58772087097168,0.9350590109825134,7.5202226638793945
lfdnet,LFD-Net,satehaze1k_test_moderate_002,moderate,25.293092727661133,0.944313645362854,8.542372703552246
lfdnet,LFD-Net,satehaze1k_test_moderate_003,moderate,20.502086639404297,0.9175034761428833,8.676581382751465
